Symbol,Yahoo
BTC,"{""symbol"": ""BTC-USD"", ""twoHundredDayAverageChangePercent"": {""raw"": 1.0156599, ""fmt"": ""101.57%""}, ""fiftyTwoWeekLowChangePercent"": {""raw"": 8.030705, ""fmt"": ""803.07%""}, ""language"": ""en-AU"", ""circulatingSupply"": {""raw"": 18671000, ""fmt"": ""18.671M"", ""longFmt"": ""18,671,000""}, ""regularMarketDayRange"": {""raw"": ""58519.926 - 59586.07"", ""fmt"": ""58,519.93 - 59,586.07""}, ""regularMarketDayHigh"": {""raw"": 59586.07, ""fmt"": ""59,586.07""}, ""twoHundredDayAverageChange"": {""raw"": 29830.383, ""fmt"": ""29,830.38""}, ""fromCurrency"": ""BTC"", ""twoHundredDayAverage"": {""raw"": 29370.445, ""fmt"": ""29,370.45""}, ""fiftyTwoWeekHighChange"": {""raw"": -2483.0352, ""fmt"": ""-2,483.04""}, ""marketCap"": {""raw"": 1105338695680, ""fmt"": ""1.105T"", ""longFmt"": ""1,105,338,695,680""}, ""fiftyTwoWeekRange"": {""raw"": ""6555.5044 - 61683.863"", ""fmt"": ""6,555.50 - 61,683.86""}, ""fiftyDayAverageChange"": {""raw"": 6218.996, ""fmt"": ""6,219.00""}, ""lastMarket"": ""CoinMarketCap"", ""averageDailyVolume3Month"": {""raw"": 67824907106, ""fmt"": ""67.825B"", ""longFmt"": ""67,824,907,106""}, ""firstTradeDateMilliseconds"": 1410908400000, ""exchangeDataDelayedBy"": 0, ""fiftyTwoWeekLow"": {""raw"": 6555.5044, ""fmt"": ""6,555.50""}, ""market"": ""ccc_market"", ""regularMarketVolume"": {""raw"": 61637406720, ""fmt"": ""61.637B"", ""longFmt"": ""61,637,406,720""}, ""quoteSourceName"": ""CoinMarketCap"", ""messageBoardId"": ""finmb_BTC_CCC"", ""toCurrency"": ""USD=X"", ""priceHint"": 2, ""sourceInterval"": 15, ""exchange"": ""CCC"", ""regularMarketDayLow"": {""raw"": 58519.926, ""fmt"": ""58,519.93""}, ""shortName"": ""Bitcoin USD"", ""region"": ""AU"", ""fiftyDayAverageChangePercent"": {""raw"": 0.117379785, ""fmt"": ""11.74%""}, ""startDate"": {""raw"": 1367103600, ""fmt"": ""2013-04-27"", ""longFmt"": ""2013-04-27T23:00""}, ""fullExchangeName"": ""CCC"", ""coinImageUrl"": ""https://s.yimg.com/uc/fin/img/reports-thumbnails/1.png"", ""gmtOffSetMilliseconds"": 3600000, ""regularMarketOpen"": {""raw"": 59022.395, ""fmt"": ""59,022.39""}, ""regularMarketTime"": {""raw"": 1617320703, ""fmt"": ""12:45AM BST""}, ""regularMarketChangePercent"": {""raw"": 0.48843396, ""fmt"": ""0.49%""}, ""quoteType"": ""CRYPTOCURRENCY"", ""fiftyTwoWeekLowChange"": {""raw"": 52645.324, ""fmt"": ""52,645.32""}, ""averageDailyVolume10Day"": {""raw"": 58068936632, ""fmt"": ""58.069B"", ""longFmt"": ""58,068,936,632""}, ""fiftyTwoWeekHighChangePercent"": {""raw"": -0.04025421, ""fmt"": ""-4.03%""}, ""tradeable"": false, ""currency"": ""USD"", ""fiftyTwoWeekHigh"": {""raw"": 61683.863, ""fmt"": ""61,683.86""}, ""regularMarketPreviousClose"": {""raw"": 59022.395, ""fmt"": ""59,022.39""}, ""exchangeTimezoneName"": ""Europe/London"", ""volume24Hr"": {""raw"": 61637406720, ""fmt"": ""61.637B"", ""longFmt"": ""61,637,406,720""}, ""regularMarketChange"": {""raw"": 287.7539, ""fmt"": ""287.75""}, ""volumeAllCurrencies"": {""raw"": 61637406720, ""fmt"": ""61.637B"", ""longFmt"": ""61,637,406,720""}, ""fiftyDayAverage"": {""raw"": 52981.832, ""fmt"": ""52,981.83""}, ""exchangeTimezoneShortName"": ""BST"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 59200.83, ""fmt"": ""59,200.83""}, ""triggerable"": true}"
DOGE,"{""symbol"": ""DOGE-USD"", ""twoHundredDayAverageChangePercent"": {""raw"": 2.0391126, ""fmt"": ""203.91%""}, ""fiftyTwoWeekLowChangePercent"": {""raw"": 32.43127, ""fmt"": ""3,243.13%""}, ""language"": ""en-AU"", ""circulatingSupply"": {""raw"": 129003757568, ""fmt"": ""129.004B"", ""longFmt"": ""129,003,757,568""}, ""regularMarketDayRange"": {""raw"": ""0.053655844 - 0.06959599"", ""fmt"": ""0.05 - 0.07""}, ""regularMarketDayHigh"": {""raw"": 0.06959599, ""fmt"": ""0.0696""}, ""twoHundredDayAverageChange"": {""raw"": 0.04113833, ""fmt"": ""0.04""}, ""fromCurrency"": ""DOGE"", ""twoHundredDayAverage"": {""raw"": 0.020174624, ""fmt"": ""0.02""}, ""fiftyTwoWeekHighChange"": {""raw"": -0.023632046, ""fmt"": ""-0.02""}, ""marketCap"": {""raw"": 7909601792, ""fmt"": ""7.91B"", ""longFmt"": ""7,909,601,792""}, ""fiftyTwoWeekRange"": {""raw"": ""0.001834 - 0.084945"", ""fmt"": ""0.00 - 0.08""}, ""fiftyDayAverageChange"": {""raw"": 0.005600374, ""fmt"": ""0.01""}, ""lastMarket"": ""CoinMarketCap"", ""averageDailyVolume3Month"": {""raw"": 2596501572, ""fmt"": ""2.597B"", ""longFmt"": ""2,596,501,572""}, ""firstTradeDateMilliseconds"": 1410908400000, ""exchangeDataDelayedBy"": 0, ""fiftyTwoWeekLow"": {""raw"": 0.001834, ""fmt"": ""0.0018""}, ""market"": ""ccc_market"", ""regularMarketVolume"": {""raw"": 5745361920, ""fmt"": ""5.745B"", ""longFmt"": ""5,745,361,920""}, ""quoteSourceName"": ""CoinMarketCap"", ""messageBoardId"": ""finmb_DOGE_CCC"", ""toCurrency"": ""USD=X"", ""priceHint"": 4, ""sourceInterval"": 15, ""exchange"": ""CCC"", ""regularMarketDayLow"": {""raw"": 0.053655844, ""fmt"": ""0.0537""}, ""shortName"": ""Dogecoin USD"", ""region"": ""AU"", ""fiftyDayAverageChangePercent"": {""raw"": 0.100522615, ""fmt"": ""10.05%""}, ""startDate"": {""raw"": 1387065600, ""fmt"": ""2013-12-15"", ""longFmt"": ""2013-12-15T00:00""}, ""fullExchangeName"": ""CCC"", ""coinImageUrl"": ""https://s.yimg.com/uc/fin/img/reports-thumbnails/74.png"", ""gmtOffSetMilliseconds"": 3600000, ""regularMarketOpen"": {""raw"": 0.053943966, ""fmt"": ""0.0539""}, ""regularMarketTime"": {""raw"": 1617320765, ""fmt"": ""12:46AM BST""}, ""regularMarketChangePercent"": {""raw"": 14.82377, ""fmt"": ""14.82%""}, ""quoteType"": ""CRYPTOCURRENCY"", ""fiftyTwoWeekLowChange"": {""raw"": 0.059478953, ""fmt"": ""0.06""}, ""averageDailyVolume10Day"": {""raw"": 766726406, ""fmt"": ""766.726M"", ""longFmt"": ""766,726,406""}, ""fiftyTwoWeekHighChangePercent"": {""raw"": -0.27820408, ""fmt"": ""-27.82%""}, ""tradeable"": false, ""currency"": ""USD"", ""fiftyTwoWeekHigh"": {""raw"": 0.084945, ""fmt"": ""0.0849""}, ""regularMarketPreviousClose"": {""raw"": 0.053943966, ""fmt"": ""0.0539""}, ""exchangeTimezoneName"": ""Europe/London"", ""volume24Hr"": {""raw"": 5745361920, ""fmt"": ""5.745B"", ""longFmt"": ""5,745,361,920""}, ""regularMarketChange"": {""raw"": 0.007915515, ""fmt"": ""0.0079""}, ""volumeAllCurrencies"": {""raw"": 5745361920, ""fmt"": ""5.745B"", ""longFmt"": ""5,745,361,920""}, ""fiftyDayAverage"": {""raw"": 0.05571258, ""fmt"": ""0.06""}, ""exchangeTimezoneShortName"": ""BST"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 0.061312955, ""fmt"": ""0.0613""}, ""triggerable"": true}"
IOST,"{""symbol"": ""IOST-USD"", ""twoHundredDayAverageChangePercent"": {""raw"": 2.1817598, ""fmt"": ""218.18%""}, ""fiftyTwoWeekLowChangePercent"": {""raw"": 17.584322, ""fmt"": ""1,758.43%""}, ""language"": ""en-AU"", ""circulatingSupply"": {""raw"": 16374175744, ""fmt"": ""16.374B"", ""longFmt"": ""16,374,175,744""}, ""regularMarketDayRange"": {""raw"": ""0.05330695 - 0.057607166"", ""fmt"": ""0.05 - 0.06""}, ""regularMarketDayHigh"": {""raw"": 0.057607166, ""fmt"": ""0.0576""}, ""twoHundredDayAverageChange"": {""raw"": 0.03773329, ""fmt"": ""0.04""}, ""fromCurrency"": ""IOST"", ""twoHundredDayAverage"": {""raw"": 0.017294887, ""fmt"": ""0.02""}, ""fiftyTwoWeekHighChange"": {""raw"": -0.013954826, ""fmt"": ""-0.01""}, ""marketCap"": {""raw"": 901041088, ""fmt"": ""901.041M"", ""longFmt"": ""901,041,088""}, ""fiftyTwoWeekRange"": {""raw"": ""0.002961 - 0.068983"", ""fmt"": ""0.00 - 0.07""}, ""fiftyDayAverageChange"": {""raw"": 0.010665458, ""fmt"": ""0.01""}, ""lastMarket"": ""CoinMarketCap"", ""averageDailyVolume3Month"": {""raw"": 439419764, ""fmt"": ""439.42M"", ""longFmt"": ""439,419,764""}, ""firstTradeDateMilliseconds"": 1516060800000, ""exchangeDataDelayedBy"": 0, ""fiftyTwoWeekLow"": {""raw"": 0.002961, ""fmt"": ""0.0030""}, ""market"": ""ccc_market"", ""regularMarketVolume"": {""raw"": 429859872, ""fmt"": ""429.86M"", ""longFmt"": ""429,859,872""}, ""quoteSourceName"": ""CoinMarketCap"", ""messageBoardId"": ""finmb_IOST_CCC"", ""toCurrency"": ""USD=X"", ""priceHint"": 4, ""sourceInterval"": 15, ""exchange"": ""CCC"", ""regularMarketDayLow"": {""raw"": 0.05330695, ""fmt"": ""0.0533""}, ""shortName"": ""IOST USD"", ""region"": ""AU"", ""fiftyDayAverageChangePercent"": {""raw"": 0.24041487, ""fmt"": ""24.04%""}, ""startDate"": {""raw"": 1516060800, ""fmt"": ""2018-01-16"", ""longFmt"": ""2018-01-16T00:00""}, ""fullExchangeName"": ""CCC"", ""coinImageUrl"": ""https://s.yimg.com/uc/fin/img/reports-thumbnails/2405.png"", ""gmtOffSetMilliseconds"": 3600000, ""regularMarketOpen"": {""raw"": 0.05390026, ""fmt"": ""0.0539""}, ""regularMarketTime"": {""raw"": 1617320707, ""fmt"": ""12:45AM BST""}, ""regularMarketChangePercent"": {""raw"": 3.081463, ""fmt"": ""3.08%""}, ""quoteType"": ""CRYPTOCURRENCY"", ""fiftyTwoWeekLowChange"": {""raw"": 0.05206718, ""fmt"": ""0.05""}, ""averageDailyVolume10Day"": {""raw"": 338685697, ""fmt"": ""338.686M"", ""longFmt"": ""338,685,697""}, ""fiftyTwoWeekHighChangePercent"": {""raw"": -0.20229368, ""fmt"": ""-20.23%""}, ""tradeable"": false, ""currency"": ""USD"", ""fiftyTwoWeekHigh"": {""raw"": 0.068983, ""fmt"": ""0.0690""}, ""regularMarketPreviousClose"": {""raw"": 0.05390026, ""fmt"": ""0.0539""}, ""exchangeTimezoneName"": ""Europe/London"", ""volume24Hr"": {""raw"": 429859872, ""fmt"": ""429.86M"", ""longFmt"": ""429,859,872""}, ""regularMarketChange"": {""raw"": 0.0016449839, ""fmt"": ""0.0016""}, ""volumeAllCurrencies"": {""raw"": 429859872, ""fmt"": ""429.86M"", ""longFmt"": ""429,859,872""}, ""fiftyDayAverage"": {""raw"": 0.04436272, ""fmt"": ""0.04""}, ""exchangeTimezoneShortName"": ""BST"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 0.055028178, ""fmt"": ""0.0550""}, ""triggerable"": true}"
LTC,"{""symbol"": ""LTC-USD"", ""twoHundredDayAverageChangePercent"": {""raw"": 0.7442979, ""fmt"": ""74.43%""}, ""fiftyTwoWeekLowChangePercent"": {""raw"": 4.317384, ""fmt"": ""431.74%""}, ""language"": ""en-AU"", ""circulatingSupply"": {""raw"": 66752416, ""fmt"": ""66.752M"", ""longFmt"": ""66,752,416""}, ""regularMarketDayRange"": {""raw"": ""195.94893 - 205.4029"", ""fmt"": ""195.95 - 205.40""}, ""regularMarketDayHigh"": {""raw"": 205.4029, ""fmt"": ""205.40""}, ""twoHundredDayAverageChange"": {""raw"": 87.584854, ""fmt"": ""87.58""}, ""fromCurrency"": ""LTC"", ""twoHundredDayAverage"": {""raw"": 117.67445, ""fmt"": ""117.67""}, ""fiftyTwoWeekHighChange"": {""raw"": -40.69821, ""fmt"": ""-40.70""}, ""marketCap"": {""raw"": 13701554176, ""fmt"": ""13.702B"", ""longFmt"": ""13,701,554,176""}, ""fiftyTwoWeekRange"": {""raw"": ""38.60156 - 245.95752"", ""fmt"": ""38.60 - 245.96""}, ""fiftyDayAverageChange"": {""raw"": 8.392242, ""fmt"": ""8.39""}, ""lastMarket"": ""CoinMarketCap"", ""averageDailyVolume3Month"": {""raw"": 7509409704, ""fmt"": ""7.509B"", ""longFmt"": ""7,509,409,704""}, ""firstTradeDateMilliseconds"": 1410908400000, ""exchangeDataDelayedBy"": 0, ""fiftyTwoWeekLow"": {""raw"": 38.60156, ""fmt"": ""38.60""}, ""market"": ""ccc_market"", ""regularMarketVolume"": {""raw"": 3869473024, ""fmt"": ""3.869B"", ""longFmt"": ""3,869,473,024""}, ""quoteSourceName"": ""CoinMarketCap"", ""messageBoardId"": ""finmb_LTC_CCC"", ""toCurrency"": ""USD=X"", ""priceHint"": 2, ""sourceInterval"": 15, ""exchange"": ""CCC"", ""regularMarketDayLow"": {""raw"": 195.94893, ""fmt"": ""195.95""}, ""shortName"": ""Litecoin USD"", ""region"": ""AU"", ""fiftyDayAverageChangePercent"": {""raw"": 0.04262898, ""fmt"": ""4.26%""}, ""startDate"": {""raw"": 1367103600, ""fmt"": ""2013-04-27"", ""longFmt"": ""2013-04-27T23:00""}, ""fullExchangeName"": ""CCC"", ""coinImageUrl"": ""https://s.yimg.com/uc/fin/img/reports-thumbnails/2.png"", ""gmtOffSetMilliseconds"": 3600000, ""regularMarketOpen"": {""raw"": 198.25467, ""fmt"": ""198.25""}, ""regularMarketTime"": {""raw"": 1617320765, ""fmt"": ""12:46AM BST""}, ""regularMarketChangePercent"": {""raw"": 4.667579, ""fmt"": ""4.67%""}, ""quoteType"": ""CRYPTOCURRENCY"", ""fiftyTwoWeekLowChange"": {""raw"": 166.65775, ""fmt"": ""166.66""}, ""averageDailyVolume10Day"": {""raw"": 3169896702, ""fmt"": ""3.17B"", ""longFmt"": ""3,169,896,702""}, ""fiftyTwoWeekHighChangePercent"": {""raw"": -0.16546845, ""fmt"": ""-16.55%""}, ""tradeable"": false, ""currency"": ""USD"", ""fiftyTwoWeekHigh"": {""raw"": 245.95752, ""fmt"": ""245.96""}, ""regularMarketPreviousClose"": {""raw"": 198.25467, ""fmt"": ""198.25""}, ""exchangeTimezoneName"": ""Europe/London"", ""volume24Hr"": {""raw"": 3869473024, ""fmt"": ""3.869B"", ""longFmt"": ""3,869,473,024""}, ""regularMarketChange"": {""raw"": 9.153397, ""fmt"": ""9.15""}, ""volumeAllCurrencies"": {""raw"": 3869473024, ""fmt"": ""3.869B"", ""longFmt"": ""3,869,473,024""}, ""fiftyDayAverage"": {""raw"": 196.86707, ""fmt"": ""196.87""}, ""exchangeTimezoneShortName"": ""BST"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 205.25931, ""fmt"": ""205.26""}, ""triggerable"": true}"
ZIL,"{""symbol"": ""ZIL-USD"", ""twoHundredDayAverageChangePercent"": {""raw"": 1.7311811, ""fmt"": ""173.12%""}, ""fiftyTwoWeekLowChangePercent"": {""raw"": 45.79928, ""fmt"": ""4,579.93%""}, ""language"": ""en-AU"", ""circulatingSupply"": {""raw"": 11120016384, ""fmt"": ""11.12B"", ""longFmt"": ""11,120,016,384""}, ""regularMarketDayRange"": {""raw"": ""0.17452659 - 0.18314575"", ""fmt"": ""0.17 - 0.18""}, ""regularMarketDayHigh"": {""raw"": 0.18314575, ""fmt"": ""0.1831""}, ""twoHundredDayAverageChange"": {""raw"": 0.11468141, ""fmt"": ""0.11""}, ""fromCurrency"": ""ZIL"", ""twoHundredDayAverage"": {""raw"": 0.0662446, ""fmt"": ""0.07""}, ""fiftyTwoWeekHighChange"": {""raw"": -0.021598995, ""fmt"": ""-0.02""}, ""marketCap"": {""raw"": 2011900160, ""fmt"": ""2.012B"", ""longFmt"": ""2,011,900,160""}, ""fiftyTwoWeekRange"": {""raw"": ""0.003866 - 0.202525"", ""fmt"": ""0.00 - 0.20""}, ""fiftyDayAverageChange"": {""raw"": 0.03716199, ""fmt"": ""0.04""}, ""lastMarket"": ""CoinMarketCap"", ""averageDailyVolume3Month"": {""raw"": 224984578, ""fmt"": ""224.985M"", ""longFmt"": ""224,984,578""}, ""firstTradeDateMilliseconds"": 1516838400000, ""exchangeDataDelayedBy"": 0, ""fiftyTwoWeekLow"": {""raw"": 0.003866, ""fmt"": ""0.0039""}, ""market"": ""ccc_market"", ""regularMarketVolume"": {""raw"": 182096336, ""fmt"": ""182.096M"", ""longFmt"": ""182,096,336""}, ""quoteSourceName"": ""CoinMarketCap"", ""messageBoardId"": ""finmb_ZIL_CCC"", ""toCurrency"": ""USD=X"", ""priceHint"": 4, ""sourceInterval"": 15, ""exchange"": ""CCC"", ""regularMarketDayLow"": {""raw"": 0.17452659, ""fmt"": ""0.1745""}, ""shortName"": ""Zilliqa USD"", ""region"": ""AU"", ""fiftyDayAverageChangePercent"": {""raw"": 0.25849298, ""fmt"": ""25.85%""}, ""startDate"": {""raw"": 1516838400, ""fmt"": ""2018-01-25"", ""longFmt"": ""2018-01-25T00:00""}, ""fullExchangeName"": ""CCC"", ""coinImageUrl"": ""https://s.yimg.com/uc/fin/img/reports-thumbnails/2469.png"", ""gmtOffSetMilliseconds"": 3600000, ""regularMarketOpen"": {""raw"": 0.17908387, ""fmt"": ""0.1791""}, ""regularMarketTime"": {""raw"": 1617320709, ""fmt"": ""12:45AM BST""}, ""regularMarketChangePercent"": {""raw"": 2.0806794, ""fmt"": ""2.08%""}, ""quoteType"": ""CRYPTOCURRENCY"", ""fiftyTwoWeekLowChange"": {""raw"": 0.17706001, ""fmt"": ""0.18""}, ""averageDailyVolume10Day"": {""raw"": 195736899, ""fmt"": ""195.737M"", ""longFmt"": ""195,736,899""}, ""fiftyTwoWeekHighChangePercent"": {""raw"": -0.106648535, ""fmt"": ""-10.66%""}, ""tradeable"": false, ""currency"": ""USD"", ""fiftyTwoWeekHigh"": {""raw"": 0.202525, ""fmt"": ""0.2025""}, ""regularMarketPreviousClose"": {""raw"": 0.17908387, ""fmt"": ""0.1791""}, ""exchangeTimezoneName"": ""Europe/London"", ""volume24Hr"": {""raw"": 182096336, ""fmt"": ""182.096M"", ""longFmt"": ""182,096,336""}, ""regularMarketChange"": {""raw"": 0.0036877543, ""fmt"": ""0.0037""}, ""volumeAllCurrencies"": {""raw"": 182096336, ""fmt"": ""182.096M"", ""longFmt"": ""182,096,336""}, ""fiftyDayAverage"": {""raw"": 0.14376402, ""fmt"": ""0.14""}, ""exchangeTimezoneShortName"": ""BST"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 0.18092601, ""fmt"": ""0.1809""}, ""triggerable"": true}"
HTML,"{""symbol"": ""HTML-USD"", ""twoHundredDayAverageChangePercent"": {""raw"": 4.1055408, ""fmt"": ""410.55%""}, ""fiftyTwoWeekLowChangePercent"": {""raw"": 13.037706, ""fmt"": ""1,303.77%""}, ""language"": ""en-AU"", ""circulatingSupply"": {""raw"": 53067333632, ""fmt"": ""53.067B"", ""longFmt"": ""53,067,333,632""}, ""regularMarketDayRange"": {""raw"": ""2.7723378E-4 - 3.6571815E-4"", ""fmt"": ""0.00 - 0.00""}, ""regularMarketDayHigh"": {""raw"": 0.00036571815, ""fmt"": ""0.0004""}, ""twoHundredDayAverageChange"": {""raw"": 0.00025962864, ""fmt"": ""0.00""}, ""fromCurrency"": ""HTML"", ""twoHundredDayAverage"": {""raw"": 6.32386e-05, ""fmt"": ""0.00""}, ""fiftyTwoWeekHighChange"": {""raw"": -0.00021613273, ""fmt"": ""-0.00""}, ""marketCap"": {""raw"": 17133704, ""fmt"": ""17.134M"", ""longFmt"": ""17,133,704""}, ""fiftyTwoWeekRange"": {""raw"": ""2.3E-5 - 5.39E-4"", ""fmt"": ""0.00 - 0.00""}, ""fiftyDayAverageChange"": {""raw"": 0.00020376724, ""fmt"": ""0.00""}, ""lastMarket"": ""CoinMarketCap"", ""averageDailyVolume3Month"": {""raw"": 40620, ""fmt"": ""40,620"", ""longFmt"": ""40,620""}, ""firstTradeDateMilliseconds"": 1514419200000, ""exchangeDataDelayedBy"": 0, ""fiftyTwoWeekLow"": {""raw"": 2.3e-05, ""fmt"": ""0.0000""}, ""market"": ""ccc_market"", ""regularMarketVolume"": {""raw"": 115196, ""fmt"": ""115,196"", ""longFmt"": ""115,196""}, ""quoteSourceName"": ""CoinMarketCap"", ""messageBoardId"": ""finmb_HTML_CCC"", ""toCurrency"": ""USD=X"", ""priceHint"": 4, ""sourceInterval"": 15, ""exchange"": ""CCC"", ""regularMarketDayLow"": {""raw"": 0.00027723378, ""fmt"": ""0.0003""}, ""shortName"": ""HTMLCOIN USD"", ""region"": ""AU"", ""fiftyDayAverageChangePercent"": {""raw"": 1.7108921, ""fmt"": ""171.09%""}, ""startDate"": {""raw"": 1514419200, ""fmt"": ""2017-12-28"", ""longFmt"": ""2017-12-28T00:00""}, ""fullExchangeName"": ""CCC"", ""coinImageUrl"": ""https://s.yimg.com/uc/fin/img/reports-thumbnails/2315.png"", ""gmtOffSetMilliseconds"": 3600000, ""regularMarketOpen"": {""raw"": 0.0003061611, ""fmt"": ""0.0003""}, ""regularMarketTime"": {""raw"": 1617319684, ""fmt"": ""12:28AM BST""}, ""regularMarketChangePercent"": {""raw"": -3.1570463, ""fmt"": ""-3.16%""}, ""quoteType"": ""CRYPTOCURRENCY"", ""fiftyTwoWeekLowChange"": {""raw"": 0.00029986724, ""fmt"": ""0.00""}, ""averageDailyVolume10Day"": {""raw"": 146778, ""fmt"": ""146,778"", ""longFmt"": ""146,778""}, ""fiftyTwoWeekHighChangePercent"": {""raw"": -0.4009884, ""fmt"": ""-40.10%""}, ""tradeable"": false, ""currency"": ""USD"", ""fiftyTwoWeekHigh"": {""raw"": 0.000539, ""fmt"": ""0.0005""}, ""regularMarketPreviousClose"": {""raw"": 0.0003061611, ""fmt"": ""0.0003""}, ""exchangeTimezoneName"": ""Europe/London"", ""volume24Hr"": {""raw"": 115196, ""fmt"": ""115,196"", ""longFmt"": ""115,196""}, ""regularMarketChange"": {""raw"": -1.0525342e-05, ""fmt"": ""-0.0000""}, ""volumeAllCurrencies"": {""raw"": 115196, ""fmt"": ""115,196"", ""longFmt"": ""115,196""}, ""fiftyDayAverage"": {""raw"": 0.0001191, ""fmt"": ""0.00""}, ""exchangeTimezoneShortName"": ""BST"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 0.00032286724, ""fmt"": ""0.0003""}, ""triggerable"": true}"
SBD,"{""symbol"": ""SBD-USD"", ""twoHundredDayAverageChangePercent"": {""raw"": 1.8473141, ""fmt"": ""184.73%""}, ""fiftyTwoWeekLowChangePercent"": {""raw"": 32.562927, ""fmt"": ""3,256.29%""}, ""language"": ""en-AU"", ""circulatingSupply"": {""raw"": 6591526, ""fmt"": ""6.592M"", ""longFmt"": ""6,591,526""}, ""regularMarketDayRange"": {""raw"": ""8.5443735 - 9.19164"", ""fmt"": ""8.54 - 9.19""}, ""regularMarketDayHigh"": {""raw"": 9.19164, ""fmt"": ""9.191640""}, ""twoHundredDayAverageChange"": {""raw"": 5.668059, ""fmt"": ""5.67""}, ""fromCurrency"": ""SBD"", ""twoHundredDayAverage"": {""raw"": 3.0682702, ""fmt"": ""3.07""}, ""fiftyTwoWeekHighChange"": {""raw"": -2.865776, ""fmt"": ""-2.87""}, ""marketCap"": {""raw"": 57585740, ""fmt"": ""57.586M"", ""longFmt"": ""57,585,740""}, ""fiftyTwoWeekRange"": {""raw"": ""0.260297 - 11.602105"", ""fmt"": ""0.26 - 11.60""}, ""fiftyDayAverageChange"": {""raw"": 2.4466438, ""fmt"": ""2.45""}, ""lastMarket"": ""CoinMarketCap"", ""averageDailyVolume3Month"": {""raw"": 26338219, ""fmt"": ""26.338M"", ""longFmt"": ""26,338,219""}, ""firstTradeDateMilliseconds"": 1468796400000, ""exchangeDataDelayedBy"": 0, ""fiftyTwoWeekLow"": {""raw"": 0.260297, ""fmt"": ""0.260297""}, ""market"": ""ccc_market"", ""regularMarketVolume"": {""raw"": 14694290, ""fmt"": ""14.694M"", ""longFmt"": ""14,694,290""}, ""quoteSourceName"": ""CoinMarketCap"", ""messageBoardId"": ""finmb_SBD_CCC"", ""toCurrency"": ""USD=X"", ""priceHint"": 6, ""sourceInterval"": 15, ""exchange"": ""CCC"", ""regularMarketDayLow"": {""raw"": 8.5443735, ""fmt"": ""8.544374""}, ""shortName"": ""SteemDollars USD"", ""region"": ""AU"", ""fiftyDayAverageChangePercent"": {""raw"": 0.38899305, ""fmt"": ""38.90%""}, ""startDate"": {""raw"": 1468796400, ""fmt"": ""2016-07-17"", ""longFmt"": ""2016-07-17T23:00""}, ""fullExchangeName"": ""CCC"", ""coinImageUrl"": ""https://s.yimg.com/uc/fin/img/reports-thumbnails/1312.png"", ""gmtOffSetMilliseconds"": 3600000, ""regularMarketOpen"": {""raw"": 8.670982, ""fmt"": ""8.670982""}, ""regularMarketTime"": {""raw"": 1617320706, ""fmt"": ""12:45AM BST""}, ""regularMarketChangePercent"": {""raw"": -2.4010286, ""fmt"": ""-2.40%""}, ""quoteType"": ""CRYPTOCURRENCY"", ""fiftyTwoWeekLowChange"": {""raw"": 8.476032, ""fmt"": ""8.48""}, ""averageDailyVolume10Day"": {""raw"": 27691576, ""fmt"": ""27.692M"", ""longFmt"": ""27,691,576""}, ""fiftyTwoWeekHighChangePercent"": {""raw"": -0.24700484, ""fmt"": ""-24.70%""}, ""tradeable"": false, ""currency"": ""USD"", ""fiftyTwoWeekHigh"": {""raw"": 11.602105, ""fmt"": ""11.602105""}, ""regularMarketPreviousClose"": {""raw"": 8.670982, ""fmt"": ""8.670982""}, ""exchangeTimezoneName"": ""Europe/London"", ""volume24Hr"": {""raw"": 14694290, ""fmt"": ""14.694M"", ""longFmt"": ""14,694,290""}, ""regularMarketChange"": {""raw"": -0.21492195, ""fmt"": ""-0.214922""}, ""volumeAllCurrencies"": {""raw"": 14694290, ""fmt"": ""14.694M"", ""longFmt"": ""14,694,290""}, ""fiftyDayAverage"": {""raw"": 6.2896852, ""fmt"": ""6.29""}, ""exchangeTimezoneShortName"": ""BST"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 8.736329, ""fmt"": ""8.736329""}, ""triggerable"": true}"
