Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Yahoo
EPHYU,Epiphany Technology Acquisition Corp. Unit,$10.25,-0.11,-1.062%,0.00,United States,2021,22801,Finance,Business Services,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""EPHYU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923207, ""fmt"": ""3:33PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 10.07, ""fmt"": ""10.07""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Epiphany Technology Acquisition"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Epiphany Technology Acquisition Corp.""}], ""error"": null}}"
EPHYW,Epiphany Technology Acquisition Corp. Warrant,$1.1982,0.0982,8.927%,0.00,United States,2021,36357,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""EPHYW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923207, ""fmt"": ""3:33PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 1.11, ""fmt"": ""1.1100""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Epiphany Technology Acquisition Corp. Warrant"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Epiphany Technology Acquisition Corp.""}], ""error"": null}}"
EPIX,ESSA Pharma Inc. Common Stock,$32.065,0.385,1.215%,930157905.00,Canada,,83937,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""EPIX"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923396, ""fmt"": ""3:36PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 31.61, ""fmt"": ""31.61""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""ESSA Pharma Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""ESSA Pharma Inc.""}], ""error"": null}}"
EPSN,Epsilon Energy Ltd. Common Share,$3.935,-0.035,-0.882%,93885700.00,United States,,1792,Energy,Oil & Gas Production,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""EPSN"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615916307, ""fmt"": ""1:38PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 3.89, ""fmt"": ""3.8900""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Epsilon Energy Ltd."", ""triggerable"": true, ""longName"": ""Epsilon Energy Ltd.""}], ""error"": null}}"
EPZM,Epizyme Inc. Common Stock,$9.14,0.09,0.994%,930316381.00,United States,2013,701510,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""EPZM"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923433, ""fmt"": ""3:37PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 8.97, ""fmt"": ""8.97""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Epizyme, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Epizyme, Inc.""}], ""error"": null}}"
EQ,Equillium Inc. Common Stock,$7.82,-0.06,-0.761%,227088984.00,United States,2018,104948,Health Care,Major Pharmaceuticals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""EQ"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923325, ""fmt"": ""3:35PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 7.88, ""fmt"": ""7.88""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Equillium, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Equillium, Inc.""}], ""error"": null}}"
EQBK,Equity Bancshares Inc. Class A Common Stock,$28.96,0.60,2.116%,421094502.00,United States,2015,9590,Finance,Major Banks,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""EQBK"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923224, ""fmt"": ""3:33PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 28.12, ""fmt"": ""28.12""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Equity Bancshares, Inc."", ""triggerable"": true, ""longName"": ""Equity Bancshares, Inc.""}], ""error"": null}}"
EQIX,Equinix Inc. Common Stock REIT,$665.48,10.89,1.664%,59419287069.00,United States,2000,455562,Consumer Services,Real Estate Investment Trusts,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""EQIX"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923361, ""fmt"": ""3:36PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 673.205, ""fmt"": ""673.21""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Equinix, Inc."", ""triggerable"": true, ""longName"": ""Equinix, Inc. (REIT)""}], ""error"": null}}"
EQOS,Diginex Limited Ordinary Shares,$13.0248,-0.1852,-1.402%,486051606.00,Singapore,2019,772174,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""EQOS"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923369, ""fmt"": ""3:36PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 12.8115, ""fmt"": ""12.81""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Diginex Limited"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Diginex Limited""}], ""error"": null}}"
EQOSW,Diginex Limited Warrant,$0.86,-0.0298,-3.349%,0.00,Singapore,2019,319124,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""EQOSW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923268, ""fmt"": ""3:34PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 0.6756, ""fmt"": ""0.6756""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NCM"", ""sourceInterval"": 15, ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Diginex Limited""}], ""error"": null}}"
ERES,East Resources Acquisition Company Class A Common Stock,$9.905,-0.025,-0.252%,427153125.00,United States,2020,69678,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ERES"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923270, ""fmt"": ""3:34PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 9.93, ""fmt"": ""9.93""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""East Resources Acquisition Comp"", ""triggerable"": true, ""longName"": ""East Resources Acquisition Company""}], ""error"": null}}"
ERESU,East Resources Acquisition Company Unit,$10.45,0.00,0.00%,0.00,United States,2020,737,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ERESU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615916741, ""fmt"": ""1:45PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 10.52, ""fmt"": ""10.52""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""East Resources Acquisition Comp"", ""triggerable"": true, ""longName"": ""East Resources Acquisition Company""}], ""error"": null}}"
ERESW,East Resources Acquisition Company Warrant,$1.136,0.006,0.531%,0.00,United States,2020,27210,Finance,Business Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqCM"", ""symbol"": ""ERESW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615919758, ""fmt"": ""2:35PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 1.02, ""fmt"": ""1.0200""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NCM"", ""sourceInterval"": 15, ""region"": ""AU"", ""triggerable"": true, ""longName"": ""East Resources Acquisition Company""}], ""error"": null}}"
ERIC,Ericsson American Depositary Shares,$13.445,0.015,0.112%,44746409035.00,Sweden,,6647636,Technology,Radio And Television Broadcasting And Communications Equipment,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ERIC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923440, ""fmt"": ""3:37PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 13.8, ""fmt"": ""13.80""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Ericsson"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Telefonaktiebolaget LM Ericsson (publ)""}], ""error"": null}}"
ERIE,Erie Indemnity Company Class A Common Stock,$228.95,-3.71,-1.595%,11971765279.00,United States,,27586,Finance,Specialty Insurers,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ERIE"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923293, ""fmt"": ""3:34PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 235.28, ""fmt"": ""235.28""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Erie Indemnity Company"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Erie Indemnity Company""}], ""error"": null}}"
ERII,Energy Recovery Inc. Common Stock,$19.275,0.405,2.146%,1081332878.00,United States,2008,788762,Technology,Industrial Machinery/Components,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ERII"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923416, ""fmt"": ""3:36PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 18.19, ""fmt"": ""18.19""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Energy Recovery, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Energy Recovery, Inc.""}], ""error"": null}}"
ERYP,Erytech Pharma S.A. American Depositary Shares,$7.77,0.015,0.193%,164235795.00,France,2017,2623,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ERYP"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615922676, ""fmt"": ""3:24PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 7.4869, ""fmt"": ""7.49""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Erytech Pharma S.A."", ""triggerable"": true, ""longName"": ""ERYTECH Pharma S.A.""}], ""error"": null}}"
ESBK,Elmira Savings Bank Elmira NY Common Stock,$14.34,0.09,0.632%,50365034.00,United States,,5629,Finance,Major Banks,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ESBK"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615921828, ""fmt"": ""3:10PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 14.48, ""fmt"": ""14.48""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""region"": ""AU"", ""shortName"": ""Elmira Savings Bank NY (The)"", ""triggerable"": true, ""longName"": ""Elmira Savings Bank""}], ""error"": null}}"
ESCA,Escalade Incorporated Common Stock,$23.18,-0.09,-0.387%,322161505.00,United States,,16087,Consumer Non-Durables,Recreational Products/Toys,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGM"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ESCA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923406, ""fmt"": ""3:36PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 23.85, ""fmt"": ""23.85""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NGM"", ""shortName"": ""Escalade, Incorporated"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Escalade, Incorporated""}], ""error"": null}}"
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),$8.42,0.33,4.079%,47154181.00,Greece,,36740,Transportation,Marine Transportation,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ESEA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923396, ""fmt"": ""3:36PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 9.46, ""fmt"": ""9.46""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Euroseas Ltd."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Euroseas Ltd.""}], ""error"": null}}"
ESGR,Enstar Group Limited Ordinary Shares,$265.765,1.525,0.577%,5872173350.00,Bermuda,,32700,Finance,Property-Casualty Insurers,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NasdaqGS"", ""symbol"": ""ESGR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923420, ""fmt"": ""3:37PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 259.23, ""fmt"": ""259.23""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NMS"", ""sourceInterval"": 15, ""shortName"": ""Enstar Group Limited"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Enstar Group Limited""}], ""error"": null}}"
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,$27.01,-0.1401,-0.516%,0.00,Bermuda,,1639,Finance,Property-Casualty Insurers,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ESGRO"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923152, ""fmt"": ""3:32PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""REGULAR"", ""regularMarketPrice"": {""raw"": 27.34, ""fmt"": ""27.34""}, ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Enstar Group Limited - Deposito"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Enstar Group Limited""}], ""error"": null}}"
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,$28.2456,-0.1044,-0.368%,0.00,Bermuda,,21426,Finance,Property-Casualty Insurers,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NasdaqGS"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""ESGRP"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615923228, ""fmt"": ""3:33PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 28.6, ""fmt"": ""28.60""}, ""marketState"": ""REGULAR"", ""market"": ""us_market"", ""quoteSourceName"": ""Nasdaq Real Time Price"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NMS"", ""shortName"": ""Enstar Group Limited - Deposita"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Enstar Group Limited""}], ""error"": null}}"
