Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Yahoo
BTA,BlackRock Long-Term Municipal Advantage Trust BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,$12.71,-0.11,-0.858%,170660233.00,United States,2006,23960,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BTA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924784, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 12.66, ""fmt"": ""12.66""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""BlackRock Long-Term Municipal A"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""BlackRock Long-Term Municipal Advantage Trust""}], ""error"": null}}"
BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,$37.465,0.415,1.12%,85953942275.00,United Kingdom,,1841151,Consumer Non-Durables,Farming/Seeds/Milling,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BTI"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924797, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 37.94, ""fmt"": ""37.94""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""British American Tobacco  Indus"", ""triggerable"": true, ""longName"": ""British American Tobacco p.l.c.""}], ""error"": null}}"
BTO,John Hancock Financial Opportunities Fund Common Stock,$38.95,0.48,1.248%,731192692.00,United States,1994,89873,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BTO"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924786, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 38.48, ""fmt"": ""38.48""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""John Hancock Financial Opportun"", ""triggerable"": true, ""longName"": ""John Hancock Financial Opportunities Fund""}], ""error"": null}}"
BTT,BlackRock Municipal 2030 Target Term Trust,$25.68,-0.11,-0.427%,1810583063.00,United States,2012,84926,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BTT"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924794, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 25.52, ""fmt"": ""25.52""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""BlackRock Municipal 2030 Target"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Blackrock Municipal 2030 Target Term Trust""}], ""error"": null}}"
BTU,Peabody Energy Corporation Common Stock ,$3.76,0.02,0.535%,369397966.00,United States,2017,1772990,Energy,Coal Mining,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BTU"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924798, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 3.9, ""fmt"": ""3.9000""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 4, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Peabody Energy Corporation"", ""triggerable"": true, ""longName"": ""Peabody Energy Corporation""}], ""error"": null}}"
BTZ,BlackRock Credit Allocation Income Trust,$14.6057,-0.2043,-1.379%,1365326216.00,United States,2006,135268,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BTZ"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924690, ""fmt"": ""3:58PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 14.34, ""fmt"": ""14.34""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""BlackRock Credit Allocation Inc"", ""triggerable"": true, ""longName"": ""BlackRock Credit Allocation Income Trust""}], ""error"": null}}"
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),$62.77,0.40,0.641%,123798095215.00,Belgium,,1030208,Consumer Non-Durables,Beverages (Production/Distribution),"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BUD"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924797, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 61.85, ""fmt"": ""61.85""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""Anheuser-Busch Inbev SA Sponsor"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Anheuser-Busch InBev SA/NV""}], ""error"": null}}"
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,$24.4599,0.0599,0.245%,456856264.00,United States,2011,22226,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BUI"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924409, ""fmt"": ""3:53PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 24.61, ""fmt"": ""24.61""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""BlackRock Utility, Infrastructu"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""BlackRock Utilities, Infrastructure & Power Opportunities Trust""}], ""error"": null}}"
BUR,Burford Capital Limited Ordinary Shares,$8.67,0.06,0.697%,1899162434.00,,2020,77143,Finance,Finance: Consumer Services,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BUR"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924795, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 8.54, ""fmt"": ""8.54""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""Burford Capital Limited"", ""triggerable"": true, ""longName"": ""Burford Capital Limited""}], ""error"": null}}"
BURL,Burlington Stores Inc. Common Stock,$310.27,7.47,2.467%,20552331961.00,,2013,330319,Consumer Services,Department/Specialty Retail Stores,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BURL"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924786, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 308.51, ""fmt"": ""308.51""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""Burlington Stores, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Burlington Stores, Inc.""}], ""error"": null}}"
BV,BrightView Holdings Inc. Common Stock,$17.67,0.31,1.786%,1857958463.00,United States,2018,323009,Consumer Non-Durables,Farming/Seeds/Milling,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BV"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924794, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 17.23, ""fmt"": ""17.23""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""BrightView Holdings, Inc."", ""triggerable"": true, ""longName"": ""BrightView Holdings, Inc.""}], ""error"": null}}"
BVH,Bluegreen Vacations Holding Corporation Class A Common Stock,$19.00,0.23,1.225%,367036661.00,United States,2017,16606,Finance,Real Estate,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NYSE"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""BVH"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924686, ""fmt"": ""3:58PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 20.0, ""fmt"": ""20.00""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""shortName"": ""Bluegreen Vacations Holding Cor"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Bluegreen Vacations Holding Corporation""}], ""error"": null}}"
BVN,Buenaventura Mining Company Inc.,$11.42,0.15,1.331%,2900530021.00,Peru,1996,409551,Basic Industries,Precious Metals,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BVN"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924800, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 10.86, ""fmt"": ""10.86""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""shortName"": ""Buenaventura Mining Company Inc"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Compa\u00f1\u00eda de Minas Buenaventura S.A.A.""}], ""error"": null}}"
BW,Babcock & Wilcox Enterprises Inc. Common Stock,$7.47,0.14,1.91%,639166561.00,United States,2015,859926,Capital Goods,Building Products,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BW"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924795, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 7.38, ""fmt"": ""7.38""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""Babcock & Wilcox Enterprises, I"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Babcock & Wilcox Enterprises, Inc.""}], ""error"": null}}"
BWA,BorgWarner Inc. Common Stock,$50.04,0.89,1.811%,11960613642.00,United States,,1108384,Capital Goods,Auto Parts:O.E.M.,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BWA"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 48.7, ""fmt"": ""48.70""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""BorgWarner Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""BorgWarner Inc.""}], ""error"": null}}"
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,$12.13,-0.12,-0.98%,203684971.00,United States,2012,30015,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BWG"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924742, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 12.2, ""fmt"": ""12.20""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""BrandywineGLOBAL Global Income "", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Legg Mason BW Global Income Opportunities Fund Inc.""}], ""error"": null}}"
BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026,$25.715,-0.0845,-0.328%,0.00,United States,2021,44034,Capital Goods,Building Products,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BWSN"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924345, ""fmt"": ""3:52PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 25.7, ""fmt"": ""25.70""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Babcock & Wilcox Enterprises, I"", ""triggerable"": true}], ""error"": null}}"
BWXT,BWX Technologies Inc. Common Stock,$63.25,1.35,2.181%,6008332993.00,United States,,182710,Energy,Industrial Machinery/Components,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BWXT"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924795, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 63.71, ""fmt"": ""63.71""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""shortName"": ""BWX Technologies, Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""BWX Technologies, Inc.""}], ""error"": null}}"
BX,The Blackstone Group Inc. Common Stock,$74.69,0.68,0.919%,52576087668.00,United States,2007,2707078,Finance,Investment Managers,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BX"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924797, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 74.89, ""fmt"": ""74.89""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""The Blackstone Group Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""The Blackstone Group Inc.""}], ""error"": null}}"
BXC,Bluelinx Holdings Inc. Common Stock,$39.045,-0.935,-2.339%,369679700.00,United States,2004,71963,Capital Goods,Wholesale Distributors,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BXC"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924793, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 38.86, ""fmt"": ""38.86""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""shortName"": ""Bluelinx Holdings Inc."", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""BlueLinx Holdings Inc.""}], ""error"": null}}"
BXG,Bluegreen Vacations Corporation Common Stock,$9.45,0.09,0.962%,684976569.00,United States,2017,23951,Finance,Real Estate,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BXG"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924454, ""fmt"": ""3:54PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 9.45, ""fmt"": ""9.45""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""Bluegreen Vacations Corporation"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Bluegreen Vacations Corporation""}], ""error"": null}}"
BXMT,Blackstone Mortgage Trust Inc. Common Stock,$31.98,0.19,0.598%,4702334563.00,United States,,510972,Consumer Services,Real Estate Investment Trusts,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NYSE"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""BXMT"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924791, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 32.06, ""fmt"": ""32.06""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""Blackstone Mortgage Trust, Inc."", ""triggerable"": true, ""longName"": ""Blackstone Mortgage Trust, Inc.""}], ""error"": null}}"
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,$13.0763,-0.1937,-1.46%,1361070707.00,United States,,195744,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BXMX"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924760, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 13.3, ""fmt"": ""13.30""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""Nuveen S&P 500 Buy-Write Income"", ""triggerable"": true, ""longName"": ""Nuveen S&P 500 Buy-Write Income Fund""}], ""error"": null}}"
BXP,Boston Properties Inc. Common Stock,$107.985,0.695,0.648%,16824672683.00,United States,1997,518388,Consumer Services,Real Estate Investment Trusts,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BXP"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924802, ""fmt"": ""4:00PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 106.05, ""fmt"": ""106.05""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""region"": ""AU"", ""shortName"": ""Boston Properties, Inc."", ""triggerable"": true, ""longName"": ""Boston Properties, Inc.""}], ""error"": null}}"
BXS,BancorpSouth Bank Common Stock,$34.675,0.925,2.741%,3559254592.00,United States,,198594,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BXS"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924796, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""marketState"": ""POST"", ""regularMarketPrice"": {""raw"": 33.86, ""fmt"": ""33.86""}, ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""shortName"": ""BancorpSouth Bank"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""BancorpSouth Bank""}], ""error"": null}}"
BY,Byline Bancorp Inc. Common Stock,$21.86,0.03,0.137%,847032920.00,United States,2017,49961,Finance,Major Banks,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BY"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924789, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 20.86, ""fmt"": ""20.86""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Byline Bancorp, Inc."", ""triggerable"": true, ""longName"": ""Byline Bancorp, Inc.""}], ""error"": null}}"
BYD,Boyd Gaming Corporation Common Stock,$63.65,-1.95,-2.973%,7120016555.00,United States,1993,738509,Consumer Services,Hotels/Resorts,"{""quoteResponse"": {""result"": [{""fullExchangeName"": ""NYSE"", ""exchangeTimezoneName"": ""America/New_York"", ""symbol"": ""BYD"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924798, ""fmt"": ""3:59PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 62.36, ""fmt"": ""62.36""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""sourceInterval"": 15, ""exchange"": ""NYQ"", ""shortName"": ""Boyd Gaming Corporation"", ""region"": ""AU"", ""triggerable"": true, ""longName"": ""Boyd Gaming Corporation""}], ""error"": null}}"
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,$14.77,-0.17,-1.138%,390020652.00,United States,2002,33009,,,"{""quoteResponse"": {""result"": [{""exchangeTimezoneName"": ""America/New_York"", ""fullExchangeName"": ""NYSE"", ""symbol"": ""BYM"", ""gmtOffSetMilliseconds"": -14400000, ""exchangeDataDelayedBy"": 0, ""language"": ""en-AU"", ""regularMarketTime"": {""raw"": 1615924144, ""fmt"": ""3:49PM EDT""}, ""exchangeTimezoneShortName"": ""EDT"", ""quoteType"": ""EQUITY"", ""regularMarketPrice"": {""raw"": 14.86, ""fmt"": ""14.86""}, ""marketState"": ""POST"", ""market"": ""us_market"", ""quoteSourceName"": ""Delayed Quote"", ""priceHint"": 2, ""tradeable"": false, ""exchange"": ""NYQ"", ""sourceInterval"": 15, ""region"": ""AU"", ""shortName"": ""Blackrock Municipal Income Qual"", ""triggerable"": true, ""longName"": ""BlackRock Municipal Income Quality Trust""}], ""error"": null}}"
